,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,PRODUCTION,ASSEMBLY,0,20,20,179.77,2,181.77,3,182.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,179.77,2,181.77,3,182.77
,,,,AB LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,143.9,27.89,171.79,41.835,185.735,,,,,,,,,,,,,,,,,,,,,,17,16,143.9,27.89,171.79,41.835,185.735
,,,,AMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87,738.64,156.76999999999998,895.4100000000001,235.15500000000006,973.7950000000003,,,,,,,,,,,,,,,,,,,,,,90,87,738.64,156.76999999999998,895.4100000000001,235.15500000000006,973.7950000000003
,,,,EC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,266,2260.1500000000005,477.5000000000003,2737.6500000000015,716.2500000000003,2976.399999999999,,,,,,,,,,,,,,,,,,,,,,286,266,2260.1500000000005,477.5000000000003,2737.6500000000015,716.2500000000003,2976.399999999999
,,,,EC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,97,809.1300000000001,153.24000000000004,962.3700000000003,229.86000000000007,1038.9900000000002,,,,,,,,,,,,,,,,,,,,,,108,97,809.1300000000001,153.24000000000004,962.3700000000003,229.86000000000007,1038.9900000000002
,,,,INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,134.93,27.92,162.85,41.88,176.81,,,,,,,,,,,,,,,,,,,,,,15,15,134.93,27.92,162.85,41.88,176.81
,,,,P1C AM09 (FG),,,,,,,,,,,,,,,,,,,,,,111,105,928.39,144.42,1072.81,216.63,1145.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,105,928.39,144.42,1072.81,216.63,1145.02
,,,,P1C AM09 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,73,69,606.6600000000001,113.28999999999999,719.95,169.935,776.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,69,606.6600000000001,113.28999999999999,719.95,169.935,776.595
,,,,P1C FLOORCARE,,,,,,,,,,,,,,,,,,,,,,86,80,623.6199999999999,133.04999999999998,756.6700000000002,199.575,823.1950000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,80,623.6199999999999,133.04999999999998,756.6700000000002,199.575,823.1950000000003
,,,,P1C HP PROJECT (FG),,,,,,,,,,,,,,,,,,,,,,11,10,88.53,9.9,98.43,14.85,103.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,88.53,9.9,98.43,14.85,103.38
,,,,P1C HP PROJECT (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,23,22,192.69,27.95,220.64,41.925,234.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,192.69,27.95,220.64,41.925,234.615
,,,,P1C INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,6,6,54,12,66,18,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,54,12,66,18,72
,,,,P9 (FG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,67,549.52,60.979999999999976,610.5,91.46999999999998,640.9900000000001,70,67,549.52,60.979999999999976,610.5,91.46999999999998,640.9900000000001
,,,,P9 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,126,1019.0900000000005,145.87000000000003,1164.9600000000003,218.80499999999995,1237.895,138,126,1019.0900000000005,145.87000000000003,1164.9600000000003,218.80499999999995,1237.895
,,,,P9 INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,53.629999999999995,0,53.629999999999995,0,53.629999999999995,7,6,53.629999999999995,0,53.629999999999995,0,53.629999999999995
,DYBU Total,,,,22,22,197.77,6,203.77,9,206.77,,,,,,,,,,,,,,,319,301,2569.7199999999975,456.5900000000001,3026.3099999999995,684.885,3254.604999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,492,4182.450000000002,859.2900000000006,5041.7399999999925,1288.935,5471.385000000001,,,,,,,,,,,,,,,221,204,1663.3499999999997,209.99000000000007,1873.3400000000008,314.98500000000024,1978.335000000001,1090,1019,8613.289999999999,1531.8700000000003,10145.160000000002,2297.8050000000003,10911.095
,EMBU,ENG,PROCESS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,52.32,8,60.32,12,64.32,,,,,,,,,,,,,,,6,6,52.32,8,60.32,12,64.32
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8.55,1.12,9.670000000000002,1.6800000000000002,10.23,,,,,,,,,,,,,,,2,1,8.55,1.12,9.670000000000002,1.6800000000000002,10.23
,,PRODUCTION,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,60,531.2299999999999,105.3,636.53,157.95,689.18,,,,,,,,,,,,,,,69,60,531.2299999999999,105.3,636.53,157.95,689.18
,EMBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,67,592.0999999999999,114.42,706.52,171.63,763.7299999999999,,,,,,,,,,,,,,,77,67,592.0999999999999,114.42,706.52,171.63,763.7299999999999
,FABU,ENG,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,34.879999999999995,2,36.879999999999995,3,37.879999999999995,4,4,34.879999999999995,2,36.879999999999995,3,37.879999999999995
,,PRODUCTION,FILTER,P9 (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,86,722.4600000000002,61.9,784.3600000000002,92.85,815.3100000000002,98,86,722.4600000000002,61.9,784.3600000000002,92.85,815.3100000000002
,,,,P9 INDIRECT LINE (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,1,1,9,0,9,0,9
,FABU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,91,766.3400000000001,63.900000000000006,830.2400000000001,95.85,862.1900000000002,103,91,766.3400000000001,63.9,830.2400000000002,95.85,862.1900000000002
,FACILITY,FACILITY,FACILITY,0,,,,,,,,,,,,,,,,,,,,,,4,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,4,31,6,33,,,,,,,,1,1,9,2,11,3,12,3,3,27,5.02,32.019999999999996,7.53,34.53,14,14,125.5,23.02,148.51999999999998,34.53,160.03
,FACILITY Total,,,,,,,,,,,,,,,,,,,,,,,,,4,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,4,31,6,33,,,,,,,,1,1,9,2,11,3,12,3,3,27,5.02,32.019999999999996,7.53,34.53,14,14,125.5,23.02,148.51999999999998,34.53,160.03
,HR & ADM,HR & ADM,ADMIN ASST,0,,,,,,,,,,,,,,,,,,,,,,3,1,8.5,0,8.5,0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8.5,0,8.5,0,8.5
,,,CLEANER,0,,,,,,,,1,1,9,1.5,10.5,2.25,11.25,1,1,9,1.9,10.9,2.8499999999999996,11.85,8,6,54,9.98,63.980000000000004,14.969999999999999,68.97,,,,,,,,2,2,18,3.5,21.5,5.25,23.25,,,,,,,,,,,,,,,2,1,9,1.5,10.5,2.25,11.25,,,,,,,,,,,,,,,2,2,18,3.65,21.65,5.475,23.475,16,13,117,22.03,139.03,33.045,150.045
,,,SECU GUARD,0,,,,,,,,2,1,5,6,11,9,14,,,,,,,,1,1,8,3,11,4.5,12.5,1,1,8,3,11,4.5,12.5,,,,,,,,2,2,15.8,6,21.8,9,24.8,,,,,,,,1,0,0,0,0,0,0,,,,,,,,3,3,24,9,33,13.5,37.5,,,,,,,,10,8,60.8,27,87.8,40.5,101.3
,HR & ADM Total,,,,,,,,,,,3,2,14,7.5,21.5,11.25,25.25,1,1,9,1.9,10.9,2.8499999999999996,11.85,12,8,70.5,12.98,83.48,19.47,89.97,1,1,8,3,11,4.5,12.5,2,2,18,3.5,21.5,5.25,23.25,2,2,15.8,6,21.8,9,24.8,,,,,,,,3,1,9,1.5,10.5,2.25,11.25,,,,,,,,3,3,24,9,33,13.5,37.5,2,2,18,3.65,21.65,5.475,23.475,29,22,186.3,49.03,235.32999999999998,73.545,259.84499999999997
,LOGISTIC,WAREHOUSE,FG,0,,,,,,,,,,,,,,,1,1,9,2,11,3,12,11,11,90.02,21.97,111.99000000000001,32.955,122.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,145.82,25.869999999999997,171.69,38.805,184.62500000000003,1,1,8.92,1.98,10.9,2.9699999999999998,11.89,,,,,,,,6,5,44.92,3.98,48.900000000000006,5.97,50.89,37,35,298.68,55.79999999999999,354.4800000000001,83.69999999999999,382.3800000000001
,,,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.79,2,19.79,3,20.79,2,2,17.79,2,19.79,3,20.79
,,,RECYCLE,0,,,,,,,,,,,,,,,7,6,52.1,9.969999999999999,62.07,14.955,67.055,9,9,75.29,12,87.29,18,93.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,60.31,10,70.31,15,75.31,,,,,,,,,,,,,,,4,3,23.85,6,29.85,9,32.85,29,25,211.54999999999995,37.97,249.51999999999998,56.955,268.505
,,,WAREHOUSE,0,,,,,,,,15,14,123.63,27.94,151.57000000000002,41.91,165.54,8,8,71,11.57,82.57,17.355,88.355,16,14,125.85,25.96,151.81,38.94,164.79000000000002,5,5,45,9.969999999999999,54.97,14.955,59.955,9,8,64,24,88,36,100,3,2,16.82,4,20.82,6,22.82,15,14,125.48,26.93,152.41,40.394999999999996,165.875,25,21,186.32999999999998,31.95,218.28,47.925,234.255,18,16,142.36999999999998,30,172.36999999999998,45,187.36999999999998,6,6,48.5,15,63.5,22.5,71,15,15,128.35000000000002,13.9,142.25,20.85,149.2,135,123,1077.3300000000002,221.22,1298.5500000000004,331.83000000000004,1409.1600000000005
,LOGISTIC Total,,,,,,,,,,,15,14,123.63,27.94,151.57000000000002,41.91,165.54,16,15,132.1,23.54,155.64,35.31,167.41,36,34,291.16,59.92999999999999,351.09,89.895,381.05500000000006,5,5,45,9.969999999999999,54.97,14.955,59.955,9,8,64,24,88,36,100,3,2,16.82,4,20.82,6,22.82,15,14,125.48,26.93,152.41,40.394999999999996,165.875,52,45,392.46,67.82,460.28000000000003,101.72999999999999,494.19000000000005,19,17,151.29,31.98,183.26999999999998,47.97,199.25999999999996,6,6,48.5,15,63.5,22.5,71,27,25,214.91,25.880000000000003,240.79,38.82,253.72999999999996,203,185,1605.3500000000001,316.99,1922.3400000000006,475.485,2080.835000000001
,MHBU,PRODUCTION,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,1,1,8,3,11,4.5,12.5
,,,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,213,1811.9500000000003,554.62,2366.5699999999997,831.9300000000001,2643.8799999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,86,831.3199999999999,147,978.32,220.5,1051.8200000000002,,,,,,,,323,299,2643.270000000001,701.62,3344.8900000000003,1052.43,3695.7000000000003
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,72,27,99,40.5,112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,47,435.78999999999996,95.97999999999999,531.77,143.97,579.76,,,,,,,,65,56,507.79,122.97999999999999,630.7700000000001,184.47,692.2600000000001
,,,TOOLING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,25,5.05,30.049999999999997,7.575,32.575,,,,,,,,3,3,25,5.05,30.049999999999997,7.575,32.575
,,QA,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,187.42000000000002,63,250.42000000000002,94.5,281.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,96,33,129,49.5,145.5,,,,,,,,38,36,283.42,96,379.42,144,427.42
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,16,6,22,9,25,,,,,,,,3,3,24,9,33,13.5,37.5
,MHBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,247,2079.3700000000003,647.62,2726.99,971.4300000000001,3050.7999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,151,1412.11,290.03,1702.14,435.045,1847.1550000000002,,,,,,,,433,398,3491.480000000001,937.65,4429.13,1406.4750000000001,4897.955
,MHBU - TPH,PRODUCTION,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,63,547.67,41.03,588.6999999999999,61.545,609.2149999999999,,,,,,,,,,,,,,,76,63,547.67,41.03,588.6999999999999,61.545,609.2149999999999
,,QA,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,18,0,18,0,18,,,,,,,,,,,,,,,2,2,18,0,18,0,18
,MHBU - TPH Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,65,565.67,41.03,606.6999999999999,61.545,627.2149999999999,,,,,,,,,,,,,,,78,65,565.67,41.03,606.6999999999999,61.545,627.2149999999999
,NPI,JDM,NL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,NPI Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,PLBU,ENG,TOOLING,0,,,,,,,,15,14,124,20.88,144.88,31.32,155.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,80.53,39.91,120.44,59.864999999999995,140.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,204.53,60.78999999999999,265.32,91.185,295.715
,,PRODUCTION,MAINT,0,,,,,,,,3,3,26.68,6,32.68,9,35.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,72,16,88,24,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,98.68,22,120.68,33,131.68
,,,MOLDING,0,,,,,,,,157,135,1201.3400000000001,265.74,1467.0799999999997,398.61,1599.9499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,203,1792.3700000000003,417.40999999999997,2209.78,626.115,2418.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,338,2993.7100000000005,683.1500000000004,3676.8599999999997,1024.7250000000004,4018.434999999999
,,,SEC OPT,0,,,,,,,,13,13,116.7,26,142.7,39,155.7,,,,,,,,,,,,,,,203,184,1639.1800000000003,356.1799999999999,1995.360000000001,534.2700000000002,2173.45,,,,,,,,,,,,,,,13,10,89.97,19.97,109.94,29.955,119.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,207,1845.8500000000004,402.1500000000003,2248.000000000001,603.2250000000003,2449.0749999999994
,PLBU Total,,,,,,,,,,,188,165,1468.7199999999998,318.62,1787.3399999999997,477.93,1946.6499999999999,,,,,,,,,,,,,,,203,184,1639.1800000000003,356.1799999999999,1995.360000000001,534.2700000000002,2173.45,,,,,,,,,,,,,,,336,232,2034.8700000000001,493.2900000000001,2528.1600000000003,739.9350000000001,2774.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,581,5142.77,1168.0900000000006,6310.860000000001,1752.1350000000007,6894.904999999999
,QA,QA-CPBU,QA-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,25.13,2,27.13,3,28.13,3,3,25.13,2,27.13,3,28.13
,,,QA-DREAME,0,2,2,18,0,18,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,,,,,,,,,,,,,,,3,3,27,0,27,0,27
,,,QA-NANOJET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,,QA-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,,,,,,,,,,,,,,,1,1,9,0,9,0,9
,,,SQE/IQC,0,1,1,9,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.130000000000003,0,17.130000000000003,0,17.130000000000003,,,,,,,,1,1,9,2,11,3,12,4,4,35.13,2,37.13,3,38.13
,,QA-DYBU,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,10,9,77.15,17.86,95.01,26.79,103.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,80.92,17.85,98.77000000000001,26.775,107.69500000000001,,,,,,,,,,,,,,,9,8,69.08,5.96,75.04,8.94,78.02000000000001,29,26,227.14999999999998,41.669999999999995,268.82,62.504999999999995,289.65500000000003
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,9,7,62.72,11.95,74.67,17.925,80.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,53.22,6,59.22,9,62.22,,,,,,,,,,,,,,,7,7,62.87,11.3,74.17,16.95,79.82,25,20,178.81,29.25,208.06,43.875,222.68499999999997
,,QA-EMBU,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,42.45,10,52.45,15,57.45,,,,,,,,,,,,,,,6,5,42.45,10,52.45,15,57.45
,,QA-FABU,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,25.630000000000003,2,27.630000000000003,3,28.630000000000003,3,3,25.630000000000003,2,27.630000000000003,3,28.630000000000003
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.869999999999997,4,21.869999999999997,6,23.869999999999997,2,2,17.869999999999997,4,21.869999999999997,6,23.869999999999997
,,QA-PLBU,MOLDING,0,,,,,,,,18,17,152.51999999999998,31.97,184.49,47.955,200.47499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,20,177.6,35.03,212.63000000000002,52.544999999999995,230.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,37,330.12,67,397.12,100.5,430.62
,,,SEC OPT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,62.83,13.94,76.77,20.91,83.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,62.83,13.94,76.77,20.91,83.74
,,,SQE/IQC,0,,,,,,,,3,2,17.9,4,21.9,6,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8.5,0,8.5,0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,26.4,4,30.4,6,32.4
,QA Total,,,,3,3,27,0,27,0,27,21,19,170.42,35.97,206.39000000000001,53.955,224.37499999999997,,,,,,,,19,16,139.87,29.81,169.68,44.714999999999996,184.585,8,7,62.83,13.94,76.77,20.91,83.74,,,,,,,,1,1,8.5,0,8.5,0,8.5,29,20,177.6,35.03,212.63000000000002,52.544999999999995,230.145,19,15,134.14000000000001,23.85,157.99,35.775,169.915,11,10,86.58000000000001,12,98.58,18,104.58,,,,,,,,25,24,209.57999999999998,27.26,236.83999999999997,40.89,250.47,136,115,1016.52,177.85999999999999,1194.38,266.79,1283.3100000000002
2025-05-09,Grand Total,,,,25,25,224.77,6,230.77,9,233.77,227,200,1776.77,390.03000000000003,2166.8,585.045,2361.815,17,16,141.1,25.44,166.54,38.16,179.26,390,363,3106.7499999999977,565.3100000000002,3672.0599999999995,847.9650000000003,3954.7149999999983,219,199,1773.0100000000002,387.0900000000002,2160.100000000001,580.6350000000002,2353.6449999999995,280,257,2161.37,675.12,2836.49,1012.6800000000001,3174.0499999999997,6,5,41.120000000000005,10,51.12,15,56.12,381,267,2346.95,557.2500000000002,2904.2,835.8750000000001,3182.825,606,557,4754.05,958.4600000000008,5712.50999999999,1437.6899999999998,6191.74,261,229,2025.4399999999996,265.27,2290.7100000000005,397.90500000000003,2423.3450000000003,174,161,1493.6100000000001,316.03,1809.64,474.045,1967.6550000000002,401,368,3070.1800000000017,345.7,3415.880000000003,518.5500000000006,3588.7300000000005,2987,2647,22915.120000000006,4501.700000000001,27416.82000000001,6752.550000000001,29667.669999999995
,2025-05-10 00:00:00,Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
