,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,,PRODUCTION,MAINT,0,,,,,,,,3,3,0,32.019999999999996,32.019999999999996,48.03,48.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,0,65.75,65.75,98.625,98.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,0,97.77,97.77,146.655,146.655
,,,MOLDING,0,,,,,,,,156,118,0,1290.29,1290.29,1935.4350000000002,1935.4350000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,152,0,1666.6700000000003,1666.6700000000003,2500.004999999998,2500.004999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,270,0,2956.959999999999,2956.959999999999,4435.440000000001,4435.440000000001
,,,SEC OPT,0,,,,,,,,13,13,0,142.87,142.87,214.305,214.305,,,,,,,,,,,,,,,189,0,0,0,0,0,0,,,,,,,,,,,,,,,13,2,0,21.96,21.96,32.94,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,15,0,164.82999999999998,164.82999999999998,247.245,247.245
,PLBU Total,,,,,,,,,,,187,143,0,1564.1,1564.1,2346.1499999999987,2346.1499999999987,,,,,,,,,,,,,,,189,0,0,0,0,0,0,,,,,,,,,,,,,,,357,172,0,1886.0100000000007,1886.0100000000007,2829.0149999999976,2829.0149999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,315,0,3450.109999999999,3450.109999999999,5175.165000000002,5175.165000000002
,QA,QA-CPBU,QA-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,0,0
,,,QA-DREAME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7.78,7.78,11.67,11.67,,,,,,,,,,,,,,,1,1,0,7.78,7.78,11.67,11.67
,,,QA-NANOJET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7.5,7.5,11.25,11.25,,,,,,,,,,,,,,,1,1,0,7.5,7.5,11.25,11.25
,,,QA-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,,,SQE/IQC,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,3,0,0,0,0,0,0
,,QA-DYBU,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,9.1,9.1,13.649999999999999,13.649999999999999,,,,,,,,,,,,,,,8,1,0,7.53,7.53,11.295,11.295,28,2,0,16.63,16.63,24.945,24.945
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,,,,,,,,,,,,,,,7,2,0,15.04,15.04,22.56,22.56,26,2,0,15.04,15.04,22.56,22.56
,,QA-EMBU,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,52.25,52.25,78.375,78.375,,,,,,,,,,,,,,,6,6,0,52.25,52.25,78.375,78.375
,,QA-FABU,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,0,0
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2,0,0,0,0,0,0
,,QA-PLBU,MOLDING,0,,,,,,,,18,14,0,153.61999999999998,153.61999999999998,230.43,230.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14,0,151.40999999999997,151.40999999999997,227.11499999999998,227.11499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,28,0,305.03000000000003,305.03000000000003,457.5450000000001,457.5450000000001
,,,SEC OPT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0
,,,SQE/IQC,0,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0
,QA Total,,,,1,0,0,0,0,0,0,21,14,0,153.61999999999998,153.61999999999998,230.43,230.43,,,,,,,,19,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,29,14,0,151.40999999999997,151.40999999999997,227.11499999999998,227.11499999999998,20,1,0,9.1,9.1,13.649999999999999,13.649999999999999,11,8,0,67.53,67.53,101.29499999999999,101.29499999999999,,,,,,,,23,3,0,22.57,22.57,33.855,33.855,133,40,0,404.23,404.23,606.345,606.345
2025-05-01,Grand Total,,,,18,0,0,0,0,0,0,226,171,0,1871.08,1871.08,2806.619999999998,2806.619999999998,21,1,0,11,11,16.5,16.5,390,19,0,155.93999999999997,155.93999999999997,233.91000000000003,233.91000000000003,205,1,0,11,11,16.5,16.5,280,2,0,21.98,21.98,32.97,32.97,6,2,0,22,22,33,33,402,193,0,2114.4200000000005,2114.4200000000005,3171.629999999997,3171.629999999997,605,17,0,172.88,172.88,259.32,259.32,242,98,0,839.6599999999996,839.6599999999996,1259.489999999999,1259.489999999999,179,4,0,44,44,66,66,398,20,0,157.69000000000003,157.69000000000003,236.53500000000003,236.53500000000003,2972,528,0,5421.649999999999,5421.649999999999,8132.475000000001,8132.475000000001
,2025-05-02 00:00:00,Fri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,CPBU,ENG,MAINT-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,1,1,9,0,9,0,9
,,,MAINT-DREA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8.87,0,8.87,0,8.87,,,,,,,,,,,,,,,1,1,8.87,0,8.87,0,8.87
,,PRODUCTION,ASSY-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,90,0,90,0,90,10,10,90,0,90,0,90
,,,ASSY-DREA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,350.44,7.98,358.42,11.969999999999999,362.41,,,,,,,,,,,,,,,39,39,350.44,7.98,358.42,11.969999999999999,362.41
,,,ASSY-NANO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,323.98,31.91,355.89,47.865,371.845,,,,,,,,,,,,,,,36,36,323.98,31.91,355.89,47.865,371.845
,,,ASSY-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,80.97,0,80.97,0,80.97,9,9,80.97,0,80.97,0,80.97
,CPBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,683.29,39.89,723.18,59.835,743.125,,,,,,,,20,20,179.97,0,179.97,0,179.97,96,96,863.26,39.89,903.1500000000001,59.835,923.095
,DYBU,ENG,ENG,0,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,1,9,2,11,3,12
,,,MAINT,0,,,,,,,,,,,,,,,,,,,,,,8,8,71.9,10,81.9,15,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,98.5,11.95,110.45,17.925,116.425,,,,,,,,,,,,,,,6,5,43.65,1.08,44.730000000000004,1.62,45.269999999999996,26,24,214.04999999999998,23.03,237.07999999999998,34.544999999999995,248.595
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1.98,10.98,2.9699999999999998,11.969999999999999,,,,,,,,,,,,,,,,,,,,,,1,1,9,1.98,10.98,2.9699999999999998,11.969999999999999
,,PRODUCTION,ASSEMBLY,0,17,17,153,2,155,3,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,153,2,155,3,156
,,,,AB LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,153,27.779999999999994,180.77999999999997,41.66999999999999,194.67000000000004,,,,,,,,,,,,,,,,,,,,,,17,17,153,27.779999999999994,180.77999999999997,41.66999999999999,194.67000000000004
,,,,AMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,89,800.9200000000001,156.4799999999999,957.4000000000005,234.72000000000008,1035.64,,,,,,,,,,,,,,,,,,,,,,90,89,800.9200000000001,156.4799999999999,957.4000000000005,234.72000000000008,1035.64
,,,,EC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,271,2438.2499999999995,467.15000000000043,2905.3999999999946,700.7249999999998,3138.9750000000004,,,,,,,,,,,,,,,,,,,,,,286,271,2438.2499999999995,467.15000000000043,2905.3999999999946,700.7249999999998,3138.9750000000004
,,,,EC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94,845.82,167.91999999999996,1013.74,251.88000000000028,1097.7000000000005,,,,,,,,,,,,,,,,,,,,,,100,94,845.82,167.91999999999996,1013.74,251.88000000000028,1097.7000000000005
,,,,INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,134.48000000000002,29.83,164.31,44.745000000000005,179.22500000000002,,,,,,,,,,,,,,,,,,,,,,15,15,134.48000000000002,29.83,164.31,44.745000000000005,179.22500000000002
,,,,P1C AM09 (FG),,,,,,,,,,,,,,,,,,,,,,111,107,963,188.72999999999993,1151.7300000000012,283.0950000000001,1246.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,107,963,188.72999999999993,1151.7300000000012,283.0950000000001,1246.095
,,,,P1C AM09 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,73,71,638.9100000000001,85.31,724.2200000000003,127.96499999999996,766.8750000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,71,638.9100000000001,85.31,724.2200000000003,127.96499999999996,766.8750000000003
,,,,P1C FLOORCARE,,,,,,,,,,,,,,,,,,,,,,86,83,740.39,141.41999999999996,881.8100000000005,212.13000000000014,952.5200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,83,740.39,141.41999999999996,881.8100000000005,212.13000000000014,952.5200000000002
,,,,P1C HP PROJECT (FG),,,,,,,,,,,,,,,,,,,,,,11,11,99,17.83,116.83,26.744999999999997,125.74499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,99,17.83,116.83,26.744999999999997,125.74499999999999
,,,,P1C HP PROJECT (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,24,24,215.98,11.93,227.91,17.895,233.87499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,215.98,11.93,227.91,17.895,233.87499999999997
,,,,P1C INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,6,6,54,11.95,65.95,17.925,71.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,54,11.95,65.95,17.925,71.925
,,,,P9 (FG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,69,619.4,2,621.4,3,622.4,70,69,619.4,2,621.4,3,622.4
,,,,P9 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,130,1165.2600000000011,14,1179.2600000000014,21,1186.2600000000014,138,130,1165.2600000000011,14,1179.2600000000014,21,1186.2600000000014
,,,,P9 INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,62.599999999999994,2.44,65.04,3.66,66.26,7,7,62.599999999999994,2.44,65.04,3.66,66.26
,DYBU Total,,,,17,17,153,2,155,3,156,,,,,,,,,,,,,,,320,311,2792.1800000000003,469.1700000000004,3261.349999999999,703.7550000000001,3495.9349999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,498,4479.969999999998,863.0900000000013,5343.059999999989,1294.6349999999993,5774.605000000012,,,,,,,,,,,,,,,221,211,1890.9100000000014,19.519999999999996,1910.4300000000017,29.28,1920.1900000000014,1080,1037,9316.06,1353.7800000000002,10669.84,2030.67,11346.730000000003
,EMBU,ENG,PROCESS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,44.05,8,52.05,12,56.05,,,,,,,,,,,,,,,6,5,44.05,8,52.05,12,56.05
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8.35,1.15,9.5,1.7249999999999999,10.075,,,,,,,,,,,,,,,2,1,8.35,1.15,9.5,1.7249999999999999,10.075
,,PRODUCTION,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,67,595.1100000000001,100,695.1100000000001,150,745.1100000000001,,,,,,,,,,,,,,,71,67,595.1100000000001,100,695.1100000000001,150,745.1100000000001
,EMBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,73,647.51,109.15,756.6600000000001,163.725,811.235,,,,,,,,,,,,,,,79,73,647.5100000000001,109.15,756.6600000000001,163.725,811.2350000000001
,FABU,ENG,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,35.8,6,41.8,9,44.8,4,4,35.8,6,41.8,9,44.8
,,PRODUCTION,FILTER,P9 (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,93,830.1899999999999,127.82,958.0100000000002,191.73,1021.9200000000002,98,93,830.1899999999999,127.82,958.0100000000002,191.73,1021.9200000000002
,,,,P9 INDIRECT LINE (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,1,1,9,2,11,3,12
,FABU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,98,874.99,135.82,1010.8100000000001,203.73,1078.72,103,98,874.9899999999999,135.82,1010.8100000000002,203.73,1078.7200000000003
,FACILITY,FACILITY,FACILITY,0,,,,,,,,,,,,,,,,,,,,,,5,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,15,14,125.5,26,151.5,39,164.5
,FACILITY Total,,,,,,,,,,,,,,,,,,,,,,,,,5,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,15,14,125.5,26,151.5,39,164.5
,HR & ADM,HR & ADM,ADMIN ASST,0,,,,,,,,,,,,,,,,,,,,,,3,2,16.98,0,16.98,0,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,16.98,0,16.98,0,16.98
,,,CLEANER,0,,,,,,,,1,1,9,1.5,10.5,2.25,11.25,1,1,9,1.85,10.85,2.7750000000000004,11.775,7,6,54,9.79,63.790000000000006,14.684999999999999,68.685,,,,,,,,2,2,18,3.46,21.46,5.1899999999999995,23.189999999999998,,,,,,,,,,,,,,,2,1,9,1.5,10.5,2.25,11.25,,,,,,,,,,,,,,,2,2,18,3.4299999999999997,21.43,5.145,23.145,15,13,117,21.53,138.53,32.295,149.295
,,,SECU GUARD,0,,,,,,,,2,1,5,6,11,9,14,,,,,,,,1,1,8,3,11,4.5,12.5,1,1,0,11,11,16.5,16.5,,,,,,,,2,2,16,6,22,9,25,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,3,3,24,9,33,13.5,37.5,,,,,,,,10,9,61,38,99,57,118
,HR & ADM Total,,,,,,,,,,,3,2,14,7.5,21.5,11.25,25.25,1,1,9,1.85,10.85,2.7750000000000004,11.775,11,9,78.98,12.79,91.77,19.185,98.16499999999999,1,1,0,11,11,16.5,16.5,2,2,18,3.46,21.46,5.1899999999999995,23.189999999999998,2,2,16,6,22,9,25,,,,,,,,3,2,17,4.5,21.5,6.75,23.75,,,,,,,,3,3,24,9,33,13.5,37.5,2,2,18,3.4299999999999997,21.43,5.145,23.145,28,24,194.98,59.53,254.51,89.295,284.275
,LOGISTIC,WAREHOUSE,FG,0,,,,,,,,,,,,,,,5,4,36,7.98,43.980000000000004,11.969999999999999,47.97,8,7,63,13.930000000000001,76.93,20.894999999999996,83.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,161.79999999999998,33.82,195.61999999999998,50.72999999999999,212.53,1,1,8.93,2,10.93,3,11.93,,,,,,,,6,6,54,9.940000000000001,63.94000000000001,14.909999999999997,68.91,38,36,323.73,67.67,391.4000000000001,101.50499999999998,425.2350000000001
,,,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.450000000000003,2,19.450000000000003,3,20.450000000000003,2,2,17.450000000000003,2,19.450000000000003,3,20.450000000000003
,,,RECYCLE,0,,,,,,,,,,,,,,,7,5,44.88,5.97,50.85,8.955,53.835,9,9,80.13000000000001,9.98,90.11000000000001,14.969999999999999,95.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,71.35000000000001,11.96,83.31000000000002,17.939999999999998,89.29,,,,,,,,,,,,,,,4,4,35.980000000000004,6,41.980000000000004,9,44.980000000000004,29,26,232.33999999999997,33.91,266.25,50.864999999999995,283.2049999999999
,,,WAREHOUSE,0,,,,,,,,15,14,125.32000000000001,27.97,153.29,41.955,167.27499999999998,8,8,71,12,83,18,89,15,12,107.85,22,129.85,33,140.85,5,5,44.97,9.950000000000001,54.92,14.924999999999999,59.894999999999996,9,8,64,24,88,36,100,3,1,9,2,11,3,12,15,15,130.12,27.9,158.01999999999998,41.849999999999994,171.97,25,22,196.04000000000002,33.91,229.94999999999996,50.864999999999995,246.90499999999997,14,12,105.66,24,129.66,36,141.66,6,5,39.43,12,51.43,18,57.43,15,15,134.16000000000003,6,140.16,9,143.16,130,117,1027.55,201.72999999999996,1229.2800000000002,302.595,1330.1450000000004
,LOGISTIC Total,,,,,,,,,,,15,14,125.32000000000001,27.97,153.29,41.955,167.27499999999998,20,17,151.88,25.950000000000003,177.83,38.925,190.805,32,28,250.97999999999996,45.91,296.89,68.865,319.84499999999997,5,5,44.97,9.950000000000001,54.92,14.924999999999999,59.894999999999996,9,8,64,24,88,36,100,3,1,9,2,11,3,12,15,15,130.12,27.9,158.01999999999998,41.849999999999994,171.97,52,48,429.19,79.69000000000001,508.88000000000005,119.53499999999998,548.7250000000001,15,13,114.59,26,140.59,39,153.59,6,5,39.43,12,51.43,18,57.43,27,27,241.58999999999995,23.94,265.53,35.91,277.5,199,181,1601.07,305.30999999999995,1906.3800000000003,457.96500000000003,2059.0350000000008
,MHBU,PRODUCTION,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,1,1,8,3,11,4.5,12.5
,,,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,131,1096.8599999999997,347.98,1444.84,521.97,1618.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,36,331.2900000000001,62.980000000000004,394.2700000000002,94.47,425.7600000000002,,,,,,,,325,167,1428.1499999999999,410.96000000000004,1839.1100000000001,616.44,2044.5900000000001
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,16,6,22,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,17,158.43,30,188.43,45,203.43,,,,,,,,66,19,174.43,36,210.42999999999998,54,228.42999999999998
,,,TOOLING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,16.5,3,19.5,4.5,21,,,,,,,,3,2,16.5,3,19.5,4.5,21
,,QA,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,71.95,24,95.95,36,107.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,88,15,103,22.5,110.5,,,,,,,,38,20,159.95,39,198.95,58.5,218.45
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,0,8,0,8,,,,,,,,3,2,16,3,19,4.5,20.5
